,date,as_asm,as_rpm,as_flight,as_eff,as_pass,g4_asm,g4_rpm,g4_flight,g4_eff,g4_pass,aa_asm,aa_rpm,aa_flight,aa_eff,aa_pass,dl_asm,dl_rpm,dl_flight,dl_eff,dl_pass,mq_asm,mq_rpm,mq_flight,mq_eff,mq_pass,ev_asm,ev_rpm,ev_flight,ev_eff,ev_pass,f9_asm,f9_rpm,f9_flight,f9_eff,f9_pass,ha_asm,ha_rpm,ha_flight,ha_eff,ha_pass,b6_asm,b6_rpm,b6_flight,b6_eff,b6_pass,oo_asm,oo_rpm,oo_flight,oo_eff,oo_pass,wn_asm,wn_rpm,wn_flight,wn_eff,wn_pass,nk_asm,nk_rpm,nk_flight,nk_eff,nk_pass,ua_asm,ua_rpm,ua_flight,ua_eff,ua_pass
137,2014-06,2617607,2287053,14156,87.37,122.19405199208816,840712,767253,5238,91.26,154.29152348224514,7369968,6559785,45663,89.01,129.9941090160524,10233839,9136367,69904,89.28,137.3972590981918,760109,619045,31481,81.44,41.28744321971983,1493202,1263577,57365,84.62,43.65241872221738,995205,912108,7551,91.65,137.5738312806251,973481,843335,6393,86.63,123.32003754106053,3050583,2641486,20877,86.59,108.51051396273411,1411260,1206156,51465,85.47,44.39483143884193,10888866,9375053,101531,86.1,113.3266785513784,1174637,1063626,7466,90.55,141.51593892311814,9330370,8266280,42596,88.6,135.75025824021034
138,2014-07,2789097,2480874,14984,88.95,126.12106246663107,860579,801365,5329,93.12,157.14017639331956,7708058,6878658,47130,89.24,130.2145554848292,10814486,9745064,72875,90.11,138.05737221269297,795287,629828,32856,79.2,40.30101046992939,1543834,1289311,60029,83.51,43.1751653367539,1068206,982951,8039,92.02,138.16071650702824,1104972,958160,6819,86.71,126.49479395805837,3219273,2870942,21992,89.18,111.97585485631139,1527054,1293728,54515,84.72,44.31879299275429,11415306,9903006,104655,86.75,113.8747503702642,1218483,1123125,7747,92.17,144.66257906286305,9692579,8566275,43775,88.38,135.40584808680754
139,2014-08,2771366,2424728,15086,87.49,125.17327323346149,687875,627466,4291,91.22,154.1831740852948,7473813,6568778,45957,87.89,127.22077159083491,10797005,9573765,72902,88.67,135.4580944281364,762170,587344,32079,77.06,39.25630474765423,1508512,1242690,58703,82.38,42.71497197758207,1032124,962838,8009,93.29,136.65488825071793,1093352,946513,6795,86.57,122.1234731420162,3258957,2898812,22241,88.95,112.38559417292387,1515299,1286295,54447,84.89,44.14127500137749,10513731,8996119,99206,85.57,112.23158881519262,1264150,1137824,8195,90.01,140.82757779133618,9373363,8358185,42721,89.17,136.88577046417453
140,2014-09,2477818,2033904,13282,82.08,117.26027706670682,483558,422430,3059,87.36,148.37397842432168,6899673,5675041,43110,82.25,119.7652052887961,9436715,7974416,67122,84.5,128.6678734245106,691941,520975,29783,75.29,38.71275559883155,1395518,1108886,54173,79.46,41.32193158953722,990300,885443,7911,89.41,129.90911389204905,967438,802276,6194,82.93,117.72893122376493,2722753,2242204,19071,82.35,103.59330921294111,1363277,1124989,48339,82.52,43.57808394877842,9719895,7840581,93765,80.67,106.94909614461686,1231834,999503,7803,81.14,128.80558759451492,8424942,7053367,39951,83.72,129.26429876598834
141,2014-10,2501602,2086645,13386,83.41,117.76034663080831,621643,550585,3970,88.57,149.34962216624686,7205543,6113216,44856,84.84,124.54521134296415,9881750,8567052,70812,86.7,133.17470202790489,702909,551696,30568,78.49,40.545112535985346,1471981,1202631,56434,81.7,42.695290073360034,1011336,888028,8137,87.81,128.625168981197,950416,816663,6322,85.93,120.11736792154382,2919293,2492042,20080,85.36,108.9523406374502,1430803,1197499,50452,83.69,44.33794497740426,10261948,8536349,98651,83.18,111.03666460552859,1326292,1100622,8089,82.98,135.9580912350105,9008109,7565496,43231,83.99,129.60202169739307
142,2014-11,2471014,2047327,13038,82.85,117.32673722963645,676409,582878,4265,86.17,145.26377491207504,6980360,5631228,42397,80.67,120.26959454678396,9231330,7737248,67079,83.82,127.53948329581539,644009,475218,28215,73.79,38.30597200070884,1320576,1042128,51685,78.91,41.07537970397601,983253,851517,7664,86.6,127.29097077244259,950383,772034,6142,81.23,117.624063822859,2920974,2422990,19935,82.95,106.5313769751693,1341406,1105697,46850,82.43,43.773297758804695,10111999,8150602,95105,80.6,109.53747962777982,1313249,1085537,8170,82.66,131.24014687882496,8232701,6768175,39686,82.21,127.48009373582623
143,2014-12,2589327,2214348,13598,85.52,122.27489336667156,793500,687560,4950,86.65,145.63777777777779,7629594,6252968,45150,81.96,123.28316722037653,9536658,8128965,66621,85.24,128.3404482070218,667623,508366,29145,76.15,39.319849030708525,1352455,1090592,52009,80.64,42.079313195793034,1027428,915848,7797,89.14,130.95049377965884,1032593,863853,6445,83.66,120.97191621411947,3276236,2712180,21952,82.78,105.96100583090379,1424688,1182865,47477,83.03,45.415464330096675,10680966,8865616,100173,83.0,112.30737823565232,1368862,1177826,8410,86.04,137.06480380499406,8720644,7481931,40276,85.8,132.73552487833945
144,2015-01,2517288,2040688,13231,81.07,115.61537298768044,713648,619706,4389,86.84,145.84506721348828,7236544,5764332,43287,79.66,118.74662138748354,9054365,7349458,63957,81.17,121.49950748158919,633397,448224,27664,70.77,36.60772122614228,1220287,909890,49048,74.56,38.92166856956451,959904,816215,6840,85.03,125.43538011695907,1013585,801210,6429,79.05,116.70959713796859,3019807,2500168,20572,82.79,104.72963251020805,1396646,1094693,47309,78.38,42.68735335771206,10443050,7853823,98417,75.21,100.50678236483535,1419911,1172326,8771,82.56,130.05928628434614,7865329,6539633,37607,83.15,127.75650809689685
145,2015-02,2279683,1910896,12139,83.82,120.99159733091687,731274,641776,4500,87.76,146.94844444444445,6282701,5229802,37396,83.24,125.2547331265376,8364998,7098437,59378,84.86,128.35678197312137,529718,401432,23133,75.78,39.232784334068214,1057451,827068,43034,78.21,40.869405586280614,891846,722477,5803,81.01,129.03274168533517,894791,714022,5831,79.8,120.02280912364947,2754789,2327035,18539,84.47,108.6860672096661,1278212,1034774,43030,80.95,44.6701835928422,9235471,7391116,86840,80.03,108.27906494702901,1303619,1110942,8031,85.22,135.45673017058897,7257180,6083359,35454,83.83,129.94361708128844
146,2015-03,2765232,2408408,14303,87.1,125.83311193455918,1010829,911910,6172,90.21,151.42060920285158,7567841,6409848,44655,84.7,128.32471167842345,10415333,9224266,73836,88.56,134.06177203532152,603288,459895,26177,76.23,39.46991633877067,1333475,1074340,52888,80.57,42.16432839207382,977741,871220,6944,89.11,130.71759792626727,988033,846814,6321,85.71,125.55798133206771,3273394,2870432,22253,87.69,112.22828382689974,1497361,1248028,49853,83.35,46.41369626702505,11810347,10002601,107279,84.69,115.16295826769452,1504733,1335431,9303,88.75,141.85703536493605,8999723,7739688,43230,86.0,133.62743465186213
147,2015-04,2712327,2283352,13942,84.18,122.10457610098982,842360,722572,5251,85.78,144.23519329651495,7490511,6329715,44663,84.5,127.35888766988334,10063949,8777710,72219,87.22,132.06686606017806,578980,458362,24948,79.17,40.91418149751483,1249331,1013985,49220,81.16,42.524969524583504,1007662,874616,7161,86.8,127.99064376483732,957236,796026,6098,83.16,120.09609708101017,3245610,2800233,21954,86.28,110.48542406850687,1492888,1241287,48945,83.15,47.18289917254061,11596962,9658927,106012,83.29,113.39311587367467,1531049,1292541,9459,84.42,136.00782323712866,8624603,7422213,41165,86.06,133.8841005708733
148,2015-05,2818124,2394627,14672,84.97,123.24386586695746,805544,698127,5121,86.67,145.431556336653,7464600,6376394,44065,85.42,129.4587541132418,10514173,9242245,74937,87.9,133.69370271027663,562703,468558,24597,83.27,43.17311054193601,1245324,1043887,48977,83.82,44.0169467300978,1290559,1040654,8126,80.64,130.31971449667734,1038232,868954,6453,83.7,123.1382302804897,3306347,2846247,22434,86.08,110.27181955959703,1522798,1292188,49531,84.86,48.833720296380044,11758717,9951419,107039,84.63,115.66354319453657,1605195,1385800,9863,86.33,140.2264017033357,9334316,8065660,44396,86.41,134.7981574916659
149,2015-06,2881639,2516303,15039,87.32,127.05193164439125,976759,872582,6282,89.33,149.6824259789876,7608714,6765754,44042,88.92,134.83111575314473,10929991,9816846,77368,89.82,135.03061989453005,558939,467606,24202,83.66,43.38455499545492,1214728,1017969,48263,83.8,44.11277790439881,1162010,1063334,7911,91.51,135.20098596890406,1099089,952516,6671,86.66,127.95922650277319,3343483,2866850,22418,85.74,109.40137389597645,1534197,1313380,49568,85.61,49.5859425435765,12138086,10471378,108308,86.27,117.20368763156922,1522081,1336050,9388,87.78,140.78834682573498,9816921,8615067,45385,87.76,137.31276853585987
150,2015-07,3044264,2695077,15814,88.53,130.3632224611104,1071803,976594,6893,91.12,152.77513419410997,13433644,12080458,81130,89.93,135.74174781215333,11593058,10388742,80943,89.61,134.25452478904907,549806,453453,24196,82.48,42.63332782278062,1242793,1034651,50184,83.25,43.84226048142834,1201282,1101986,8095,91.73,136.34898085237802,1159716,996678,6947,85.94,130.03080466388369,3583974,3115143,23870,86.92,110.82274821952241,1649958,1404852,52137,85.14,49.36189270575599,12765655,11183337,113184,87.6,118.28195681368392,1670990,1486980,10255,88.99,143.48483666504146,10111394,8996014,46250,88.97,139.4817081081081
151,2015-08,3045733,2654923,16089,87.17,128.55702653987197,866853,754893,5581,87.08,145.44167711879592,13040870,11565487,79263,88.69,133.25701777626384,11610204,10212115,81178,87.96,131.11684200152752,518168,414417,23257,79.98,41.25858881197059,1207676,985061,48502,81.57,42.83538823141314,1245898,1076806,8154,86.43,131.86043659553593,1151468,985964,6874,85.63,127.36237998254292,3541322,3073917,23642,86.8,110.30538871499873,1652672,1387598,52317,83.96,49.044058336678326,11848731,10119603,107499,85.41,115.68229471902065,1729523,1450486,10276,83.87,140.0108018684313,9735539,8621688,45328,88.56,138.39156812566185
152,2015-09,2746680,2260390,14257,82.3,121.29108508101284,584438,488419,3816,83.57,140.19706498951783,11602588,9944645,73187,85.71,128.36466858868377,9814498,8445098,72242,86.05,128.8835441986656,452177,359437,20868,79.49,41.117404638681236,1084932,868847,44005,80.08,42.209453471196454,1222057,1056163,7875,86.43,135.17422222222223,1000812,831978,6142,83.13,122.06773038098339,3097545,2526969,21086,81.58,103.98487147870625,1474957,1223890,47560,82.98,48.55874684608915,10923961,9056493,100390,82.9,113.80254009363482,1649929,1329880,9897,80.6,131.92917045569365,8680875,7412978,41774,85.39,135.38227126921052
153,2015-10,2823116,2341254,14458,82.93,120.83469359524139,800206,675041,5137,84.36,142.0772824605801,12077896,10682605,76790,88.45,132.86206537309545,10304397,9171126,75652,89.0,134.6492491936763,467452,385694,21850,82.51,42.71839816933638,1122287,914985,45867,81.53,42.99773257461792,1284501,1148364,8264,89.4,141.5242013552759,1007259,874596,6248,86.83,128.9687900128041,3261120,2753830,21826,84.44,110.30046733253917,1548495,1305606,48901,84.31,49.316782887875505,11341971,9763638,104306,86.08,118.62235154257665,1709152,1438591,10194,84.17,138.10329605650384,9384381,8179546,45892,87.16,137.91442953020135
154,2015-11,2822235,2322938,13956,82.31,121.59479793637145,853408,708841,5443,83.06,139.84126400881865,11611497,9901405,73572,85.27,129.12915239493285,9749895,8474939,72350,86.92,130.8952453351762,427496,329872,19599,77.16,39.91142405224756,1037239,818469,42548,78.91,41.737966531916896,1267362,1113958,7763,87.9,142.26935463094165,973591,807885,6049,82.98,124.53248470821623,3268653,2752320,21622,84.2,110.57742114512996,1519827,1259742,47056,82.89,48.40915079904794,11326383,9456179,103214,83.49,115.46818261088612,1704996,1403884,10086,82.34,135.74291096569502,8651167,7387882,42495,85.4,135.0788798682198
155,2015-12,2922713,2453934,14469,83.96,124.3611859838275,966569,803551,6049,83.13,139.75979500743924,12323293,10453499,75602,84.83,128.5935821803656,10033897,8636194,70846,86.07,128.8907348333004,435023,337026,20294,77.47,39.91623139844289,1041111,836702,43283,80.37,42.26668668992445,1338351,1161775,8111,86.81,142.27062014548144,1048947,882095,6311,84.09,127.46933924893044,3554250,2977903,23347,83.78,109.00394054910696,1540047,1272279,46774,82.61,48.310386111942535,11673617,9703212,106071,83.12,114.29979919110784,1841677,1501198,10520,81.51,137.8327946768061,9145418,7827233,42855,85.59,135.6607630381519
156,2016-01,2822595,2248195,14113,79.65,116.67689364415787,850535,704179,5299,82.79,138.33440271749387,11731985,9667771,73096,82.41,123.72945167998249,9574132,7957176,68903,83.11,122.95090199265634,437842,319782,19818,73.04,37.23826824099304,987109,734059,41128,74.36,39.006856642676524,1237441,1039935,7099,84.04,140.82011550922664,1045989,841621,6297,80.46,124.52151818326188,3349977,2757375,22175,82.31,106.48811724915446,1523459,1180475,47122,77.49,44.77097746275625,11171074,8645750,101623,77.39,105.24342914497703,1830433,1500826,10765,81.99,134.6415234556433,7909203,6617756,38556,83.67,131.11889200124494
157,2016-02,2672173,2159619,13382,80.82,118.85667314302795,902569,776664,5561,86.05,143.921956482647,11307796,9204588,70596,81.4,122.24637373222279,9384315,7722067,67661,82.29,123.13987378253351,424361,318979,18713,75.17,38.89819911291615,938081,704292,39178,75.08,39.55755781305835,1145263,1013176,6549,88.47,147.88349366315467,972080,784194,5912,80.67,128.0240189445196,3279671,2743445,21301,83.65,110.06506736772921,1434246,1135865,44997,79.2,45.95568593461786,10522028,8314830,95924,79.02,108.19377840790627,1687041,1440174,9985,85.37,140.78647971957938,7827487,6383051,38677,81.55,128.58386120950436
158,2016-03,2978842,2599034,14761,87.25,129.9868572589933,1141280,1015701,7034,89.0,149.12183679272107,12894677,11038832,78887,85.61,129.70363938291482,11082316,9644050,78326,87.02,130.32498787120497,499463,387393,21451,77.56,40.22040930492751,1053887,845987,44516,80.27,42.3061146554048,1222311,1111464,6887,90.93,151.51125308552346,1045733,916217,6379,87.61,129.82269948267754,3629081,3160231,23775,87.08,114.26166140904311,1646859,1351210,51363,82.05,47.46728189552791,12456087,10551170,110884,84.71,115.9995400598824,1927920,1687536,11108,87.53,148.46606049693915,9187542,7812827,43911,85.04,134.90430643802236
159,2016-04,2956827,2512593,14673,84.98,126.28835275676413,942046,799808,5932,84.9,142.86766689143627,12094565,10244532,74412,84.7,129.1746089340429,10583512,9141302,76677,86.37,128.931974386061,502620,391085,21382,77.81,40.9875128612852,970048,783900,40617,80.81,42.6354974518059,1249871,1063040,7092,85.05,143.65397631133672,1006402,881540,6243,87.59,124.49959955149768,3545357,2986164,23066,84.23,111.10998872799792,1545647,1277092,49775,82.63,47.302260170768456,12021456,10045417,107047,83.56,115.51990247274561,1924950,1582537,11262,82.21,139.20689042798793,8849286,7471337,42781,84.43,133.93628012435428
160,2016-05,3090727,2646187,15396,85.62,127.4618082618862,947353,813496,6168,85.87,143.730869001297,12699221,10933732,78480,86.1,131.0374872579001,11143941,9776320,80644,87.73,132.7158747085958,561194,452580,23358,80.65,43.06182036133231,981423,808551,41383,82.39,43.49491337022449,1371700,1197014,7904,87.26,147.72267206477733,1050728,926767,6420,88.2,128.1563862928349,3661046,3121228,24186,85.26,111.63726949474903,1634535,1376183,51329,84.19,48.86697578367005,12236821,10532532,109593,86.07,118.59157062951101,2008958,1738850,11856,86.55,129.58029689608637,9462361,8186607,45910,86.52,137.0859943367458
161,2016-06,3167803,2743204,15737,86.6,129.7669822710809,1175606,1031960,7746,87.78,146.5596436870643,13337906,11763266,79164,88.19,133.59907281087362,11516309,10207591,81770,88.64,132.09682034976151,573335,479504,23233,83.63,44.87608143588861,1004560,827897,42389,82.41,43.366250678242,1409856,1274188,8101,90.38,152.41550425873348,1158172,1026076,6743,88.59,128.91739581788522,3644781,3177281,23703,87.17,113.31169050331182,1644518,1401151,52688,85.2,49.743831612511386,12714882,11109937,111163,87.38,119.94786934501587,1905278,1691070,11375,88.76,148.2632967032967,9783077,8753164,46399,89.47,142.07601456927952
162,2016-07,3296584,2870204,16271,87.07,131.6142216212894,1254217,1134242,8263,90.43,151.16023236112792,13748059,12008604,80654,87.35,132.76443821757135,12195664,10648388,83844,87.31,130.4202685940556,587124,484744,23367,82.56,44.73685111482005,991634,814199,42120,82.11,43.43395061728395,1586339,1449127,8997,91.35,155.84139157496944,1205945,1073026,7035,88.98,132.12295664534471,3779940,3323127,24506,87.91,114.74863298783971,1738660,1470187,54753,84.56,49.48547111573795,12958265,11242391,112228,86.76,118.57536443668246,1987876,1790257,11791,90.06,151.66856076668645,10230414,9092288,47857,88.88,141.40102806277034
163,2016-08,3319673,2868663,16519,86.41,131.34529935226104,968285,841493,6444,86.91,144.80152079453757,13197741,11189609,79138,84.78,127.5553969016149,11968706,10081262,82950,84.23,124.5601808318264,595048,481900,23821,80.99,44.480038621384494,1007144,808537,42333,80.28,42.43516878085654,1584743,1400531,8900,88.38,151.59741573033708,1176974,1021530,7042,86.79,124.76696961090599,3744283,3266293,24488,87.23,113.44642273766743,1724719,1424580,54687,82.6,48.59847861466162,12324002,10423658,110391,84.58,114.95502350735114,1995884,1742053,11835,87.28,146.7819180397127,10311843,8931001,49703,86.61,136.57515642918938
164,2016-09,2796189,2393373,13873,85.59,129.99034095004686,768530,641659,5372,83.49,137.68819806403573,11514602,9760321,72358,84.76,127.32531302689405,10245825,8840392,75632,86.28,128.4155251745293,564938,462458,22590,81.86,45.14736609119079,955139,770201,39207,80.64,42.3513913331803,1577120,1339150,8614,84.91,148.07011841188762,998587,870303,6181,87.15,124.16825756350106,3331887,2786477,22322,83.63,108.258847773497,1530649,1268534,49189,82.88,48.87899733680295,11509627,9733181,103890,84.57,116.78039272307248,1896537,1530895,11118,80.72,136.51277208130958,9386992,7978482,46870,85.0,135.21406016641774
165,2016-10,2837525,2419373,14059,85.26,128.0118785119852,926422,771749,6255,83.3,138.2377298161471,11966560,10254956,74458,85.7,129.8617072712133,10603987,9346211,78599,88.14,132.12399648850493,555955,454640,22789,81.78,45.48505858089429,960885,785807,39765,81.78,43.07795800326921,1594430,1371256,8577,86.0,151.59006645680307,1007574,911217,6246,90.44,129.81492154979188,3419889,2911905,22753,85.15,111.31727684261416,1623710,1358411,50902,83.66,49.36566343169227,11931399,10245380,107429,85.87,119.34970073257686,1941910,1603079,11231,82.55,140.3816222954323,9770972,8392220,49691,85.89,136.64689782858062
166,2016-11,2873148,2477244,13953,86.22,130.4416971260661,933900,772346,6269,82.7,137.2691019301324,11625958,9774853,71727,84.08,128.6620380052142,10037897,8847710,74194,88.14,132.8733859880853,516440,407132,20651,78.83,43.87235484964408,892545,727664,36725,81.53,42.93957794417972,1513297,1309366,7707,86.52,153.17711171662125,968149,851270,6080,87.93,124.54506578947368,3451239,2965686,22967,85.93,113.11468628902338,1541522,1283629,47386,83.27,49.3642215000211,11919554,10157213,106840,85.21,118.7692530887308,2013483,1631395,11573,81.02,138.24289294046488,9057851,7722929,46043,85.26,136.76530634406967
167,2016-12,3000939,2562145,14409,85.38,129.65139843153585,1113992,888289,7567,79.74,128.9754195850403,12339582,10191708,73393,82.59,127.18871009496819,10377364,9016191,71642,86.88,130.8321515312247,543582,423153,20776,77.85,43.44536965729688,905780,737762,36913,81.45,43.02784926719584,1510632,1293925,7649,85.65,152.29467904301217,1052222,918027,6368,87.25,127.2248743718593,3671912,3117300,24181,84.9,112.2430007030313,1598682,1307088,48464,81.76,49.09050016507098,12191400,10083870,109111,82.71,114.99505091145714,2138358,1710226,12153,79.98,137.28495021805315,9592667,8153823,45329,85.0,137.484369829469
